customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,CLV
3529,6 Rockefeller Lane,2294,NSW,Australia,7,Austine,Kinny,Female,37,23/11/1960,Structural Analysis Engineer,IT,High Net Worth,N,Yes,16,63,
3530,05759 Ridge Oak Trail,2007,NSW,Australia,8,Erik,Kenneford,Male,19,23/10/1973,Staff Scientist,,High Net Worth,N,Yes,8,50,
3531,75 Grim Circle,2147,NSW,Australia,10,Shannah,Pountain,Female,4,27/01/1969,Marketing Manager,Retail,Affluent Customer,N,Yes,11,55,
3532,88 Bunting Hill,3978,VIC,Australia,6,May,Birch,Female,27,24/07/1990,Media Manager I,Health,High Net Worth,N,Yes,7,33,
3533,7547 Garrison Alley,2705,NSW,Australia,5,Neale,Lowings,Male,62,14/02/1981,,Financial Services,Affluent Customer,N,Yes,8,43,
3534,3605 Vidon Hill,3305,VIC,Australia,1,Kacie,Stanbrooke,Female,92,15/05/1975,Associate Professor,Manufacturing,Affluent Customer,N,Yes,3,49,
3535,0485 Petterle Terrace,2575,NSW,Australia,6,Bren,Dabbes,Female,8,15/09/1994,Technical Writer,Manufacturing,High Net Worth,N,No,6,29,
3536,97461 Drewry Trail,3072,VIC,Australia,10,Laurence,Aulsford,Male,46,24/12/1967,Professor,Retail,Affluent Customer,N,No,18,56,
3537,6736 Anthes Junction,2250,NSW,Australia,7,Sholom,Pavlasek,Male,1,15/01/1997,Graphic Designer,Financial Services,Mass Customer,N,No,4,27,
3538,9 Tennyson Center,2198,NSW,Australia,9,Kerby,Nassie,Male,19,14/11/1977,Marketing Manager,Health,Mass Customer,N,No,8,46,
3539,9594 Brown Junction,4509,QLD,Australia,7,Sheelah,Caine,Female,94,21/03/1985,,IT,Mass Customer,N,Yes,16,39,
3540,64 Macpherson Junction,4061,QLD,Australia,8,Ali,Naris,Male,49,27/08/1954,,,Mass Customer,N,Yes,7,69,
3541,0 Heath Point,2136,NSW,Australia,9,Aloin,Harhoff,Male,72,03/01/1986,,Health,Mass Customer,N,No,11,38,
3542,1 Chive Trail,4670,QLD,Australia,2,Perl,Suddaby,Female,23,11/03/1975,Financial Analyst,Financial Services,Mass Customer,N,No,10,49,
3543,34976 Lindbergh Hill,4304,QLD,Australia,4,Shanie,Zahor,Female,15,25/12/1986,Food Chemist,Health,High Net Worth,N,Yes,21,37,
3544,266 Little Fleur Street,4350,QLD,Australia,4,Benoite,Trahmel,Female,25,13/08/1998,Help Desk Technician,,Affluent Customer,N,No,1,25,
3545,005 Bunker Hill Lane,3046,VIC,Australia,9,Wenonah,Filgate,Female,66,19/07/1974,Developer II,,High Net Worth,N,No,4,49,
3546,792 Maple Trail,2097,NSW,Australia,12,Hally,Pollie,Female,91,29/09/1983,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,9,40,
3547,71 Moulton Drive,3065,VIC,Australia,10,Ganny,Dwerryhouse,Male,19,06/05/1975,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,8,49,
3548,033 Maryland Plaza,3023,VIC,Australia,8,Dalli,Seden,Male,65,02/08/1958,,,Affluent Customer,N,No,12,65,
3549,360 Green Ridge Junction,2508,NSW,Australia,9,Jodee,Macewan,Female,0,24/02/1966,Sales Representative,Retail,Mass Customer,N,No,7,58,
3550,870 Bluestem Hill,2745,NSW,Australia,8,Daisey,Britto,Female,50,27/11/1988,Environmental Tech,Retail,Mass Customer,N,Yes,16,35,
3551,392 Grim Pass,4680,QLD,Australia,6,Zed,Douris,Male,37,10/05/1962,Pharmacist,Health,Mass Customer,N,Yes,8,62,
3552,38792 Calypso Crossing,2778,NSW,Australia,7,Ebeneser,Lowde,Male,33,07/09/1992,Internal Auditor,Retail,Affluent Customer,N,Yes,9,31,
3553,92 Mallard Court,3125,VIC,Australia,10,Dietrich,Geggie,Male,97,29/12/1974,Graphic Designer,Health,Mass Customer,N,No,10,49,
3554,37 Summerview Park,2101,NSW,Australia,11,Briggs,Mower,Male,34,06/04/1978,GIS Technical Architect,IT,Mass Customer,N,Yes,16,46,
3555,3 Shasta Way,2076,NSW,Australia,12,Latashia,,Female,96,26/02/1976,Programmer Analyst II,Manufacturing,Mass Customer,N,No,21,48,
3556,45 Redwing Road,3182,VIC,Australia,12,Larina,Gheeorghie,Female,38,05/07/1997,Senior Developer,Manufacturing,High Net Worth,N,No,3,26,
3557,41 Northridge Road,4730,QLD,Australia,4,Tisha,Gibbings,Female,79,12/05/1978,,Health,Affluent Customer,N,No,18,46,
3558,459 Meadow Valley Junction,4155,QLD,Australia,10,Torey,Sarney,Male,16,05/09/1954,,,High Net Worth,N,Yes,7,69,
3559,276 Coolidge Plaza,4215,QLD,Australia,7,Farra,Bails,Female,80,19/02/1985,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,17,39,
3560,4 Dexter Park,4505,QLD,Australia,2,Gav,Bonin,Male,98,01/09/1980,Structural Analysis Engineer,Retail,Mass Customer,N,Yes,7,43,
3561,0800 Donald Hill,4000,QLD,Australia,7,Emelda,Allbones,Female,15,16/11/1968,Help Desk Operator,Financial Services,Mass Customer,N,Yes,5,55,
3562,4301 Haas Junction,2204,NSW,Australia,9,Martynne,Bullivant,Female,76,02/01/1973,Recruiting Manager,,Affluent Customer,N,No,10,51,
3563,0185 Fremont Alley,4074,QLD,Australia,7,De,Leyband,Female,70,12/03/1990,,Financial Services,Affluent Customer,N,No,10,34,
3564,85476 Shasta Park,2065,NSW,Australia,12,Sandy,Olford,Male,43,15/05/1972,Programmer Analyst IV,,High Net Worth,N,Yes,18,52,
3566,77 Green Court,2570,NSW,Australia,9,Bram,Pheasant,Male,96,02/11/1976,Social Worker,Health,Affluent Customer,N,Yes,10,47,
3567,22344 Reinke Pass,4225,QLD,Australia,5,Eileen,Ilchenko,Female,17,14/09/1980,Nurse,Financial Services,Affluent Customer,N,Yes,14,43,
3568,588 Menomonie Way,4179,QLD,Australia,9,Berthe,Griniov,Female,13,15/09/1955,Nurse,Retail,Affluent Customer,N,No,5,68,
3569,3 Becker Drive,2566,NSW,Australia,8,Janel,Daice,Female,24,18/05/1973,Senior Editor,,Affluent Customer,N,No,12,51,
3570,663 Sunfield Court,3564,VIC,Australia,2,Mordy,Hedin,Male,13,31/01/1962,,Entertainment,Mass Customer,N,No,7,62,
3571,010 Maryland Court,3556,VIC,Australia,2,Othilia,Metcalf,Female,9,09/06/1976,Senior Sales Associate,Property,Mass Customer,N,Yes,3,47,
3572,53504 Dakota Terrace,2570,NSW,Australia,8,Willis,Tilston,Male,54,21/03/1986,Sales Representative,Retail,Affluent Customer,N,Yes,2,38,
3573,681 Ridgeway Junction,4208,QLD,Australia,7,Mab,Dwyer,Female,68,16/10/1996,Accounting Assistant I,Manufacturing,Mass Customer,N,Yes,3,27,
3574,225 American Point,4508,QLD,Australia,3,Eileen,Eland,Female,33,05/02/1991,Clinical Specialist,Health,Mass Customer,N,No,6,33,
3575,79 Moland Junction,2795,NSW,Australia,4,Kandace,Desesquelle,Female,82,06/11/1973,Administrative Assistant I,IT,Affluent Customer,N,Yes,13,50,
3576,9004 Wayridge Drive,2799,NSW,Australia,4,Rochette,Ebbens,Female,10,19/09/1969,Account Coordinator,,Mass Customer,N,No,11,54,
3577,505 Village Pass,4007,QLD,Australia,4,Fowler,Scotsbrook,Male,29,18/02/1964,Staff Scientist,Retail,High Net Worth,N,No,10,60,
3578,57 Thierer Parkway,2177,NSW,Australia,9,Dorella,Sineath,Female,57,27/10/1956,Staff Accountant IV,Property,Mass Customer,N,No,12,67,
3579,91 Roth Pass,2565,NSW,Australia,6,Rachel,Somes,Female,32,15/09/1987,Software Test Engineer III,Health,High Net Worth,N,No,20,36,
3580,4605 Lakewood Gardens Terrace,3216,VIC,Australia,7,Roby,Samson,Female,61,24/04/1972,Occupational Therapist,Health,Mass Customer,N,No,10,52,
3581,16334 Rutledge Trail,3805,VIC,Australia,9,Lindsy,Ygo,Female,38,10/07/1957,,,Mass Customer,N,Yes,6,66,
3582,878 Cody Point,2155,NSW,Australia,10,Beryle,Qusklay,Female,66,11/12/1961,Media Manager II,Property,Mass Customer,N,No,17,62,
3583,66028 Randy Terrace,2155,NSW,Australia,10,Josselyn,Mathey,Female,71,27/05/1965,Assistant Professor,Retail,Affluent Customer,N,No,5,59,
3584,78478 Pond Road,4128,QLD,Australia,7,Adler,Teale,Male,95,14/01/1962,,Health,Mass Customer,N,No,10,62,
3585,062 Dixon Parkway,3103,VIC,Australia,12,Concordia,Lunbech,Female,41,28/07/1962,,Financial Services,High Net Worth,N,Yes,20,61,
3586,344 Delladonna Place,2196,NSW,Australia,10,Abby,Brownstein,Female,79,05/02/1979,Registered Nurse,Health,Affluent Customer,N,No,10,45,
3587,53 Union Terrace,2763,NSW,Australia,8,Ines,Galfour,Female,85,24/09/1997,,,Affluent Customer,N,No,2,26,
3588,33221 Maple Wood Place,2260,NSW,Australia,10,Henrie,Beadman,Female,15,04/06/1961,Web Developer III,Health,Affluent Customer,N,Yes,18,62,
3589,1 Esker Pass,4575,QLD,Australia,8,Nalani,Dummer,Female,73,19/02/1962,Computer Systems Analyst II,Health,High Net Worth,N,No,17,62,
3590,9 Clyde Gallagher Junction,2065,NSW,Australia,11,Carolan,Velez,Female,32,16/04/1978,,Manufacturing,Mass Customer,N,Yes,19,46,
3591,5699 Forster Street,2346,NSW,Australia,2,Dwight,Kinsey,Male,15,28/10/1978,Accountant III,Financial Services,Mass Customer,N,No,10,45,
3592,94543 Northwestern Court,4715,QLD,Australia,6,Pall,MacCart,Male,72,27/04/1954,Junior Executive,,Mass Customer,N,No,12,70,
3593,6 Continental Alley,3174,VIC,Australia,8,Carry,Abercromby,Female,71,10/04/1996,Legal Assistant,Retail,Mass Customer,N,No,5,28,
3594,89 Dapin Terrace,3121,VIC,Australia,10,Gustavo,Juschka,Male,45,04/01/1986,Marketing Assistant,Manufacturing,Mass Customer,N,No,18,38,
3595,38834 Manufacturers Hill,2768,NSW,Australia,10,Timi,Huson,Female,81,06/12/1975,Software Consultant,Retail,Mass Customer,N,No,6,48,
3596,0186 Thackeray Center,3183,VIC,Australia,11,Christi,Gilluley,Female,57,25/12/1977,Executive Secretary,Retail,Mass Customer,N,No,20,46,
3597,15980 Fairview Drive,2283,NSW,Australia,7,Giorgi,,Male,71,16/06/1954,Analog Circuit Design manager,Property,Affluent Customer,N,Yes,16,69,
3598,2 Waxwing Terrace,2429,NSW,Australia,2,Penny,McKirdy,Male,72,17/12/1994,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,Yes,5,29,
3599,358 Ronald Regan Point,2065,NSW,Australia,12,Lane,Maguire,Male,11,27/02/1956,Physical Therapy Assistant,,High Net Worth,N,Yes,6,68,
3600,4386 Spaight Court,3752,VIC,Australia,8,Godart,Gooderick,Male,88,17/05/1962,Staff Accountant II,,Mass Customer,N,No,16,62,
3601,73 Hallows Circle,2558,NSW,Australia,7,Fanya,Gethyn,Female,85,23/12/1975,Junior Executive,IT,Mass Customer,N,No,18,48,
3602,1585 Summer Ridge Alley,2548,NSW,Australia,6,Alicea,Scamwell,Female,23,27/11/1988,Account Coordinator,Health,Mass Customer,N,No,12,35,
3603,29585 Weeping Birch Avenue,2830,NSW,Australia,2,Cale,Yaneev,Male,90,27/09/1954,Sales Representative,Retail,Mass Customer,N,Yes,14,69,
3604,4 Macpherson Drive,2560,NSW,Australia,8,Findlay,Lubman,Male,3,09/04/1971,VP Quality Control,Health,High Net Worth,N,Yes,9,53,
3605,75132 Portage Point,4555,QLD,Australia,7,Andy,Risely,Male,54,28/01/1994,Internal Auditor,,Mass Customer,N,No,6,30,
3606,90969 Talmadge Place,3199,VIC,Australia,7,Jamima,Wainscot,Female,52,09/02/1957,Graphic Designer,,High Net Worth,N,No,15,67,
3607,88 Ilene Crossing,2049,NSW,Australia,11,Troy,Blaydes,Male,99,22/05/2001,Clinical Specialist,Health,Mass Customer,N,No,1,23,
3608,154 Heffernan Trail,2038,NSW,Australia,10,Conway,Surgen,Male,86,17/05/1973,Nurse Practicioner,Argiculture,High Net Worth,N,No,8,51,
3609,4534 Stone Corner Terrace,2233,NSW,Australia,9,Chicky,Butterfield,Male,69,02/09/1997,Marketing Manager,Manufacturing,Mass Customer,N,No,4,26,
3610,9 Declaration Crossing,3133,VIC,Australia,10,Erl,Markel,Male,1,29/03/1987,Graphic Designer,Financial Services,High Net Worth,N,Yes,16,37,
3611,2 Homewood Pass,4211,QLD,Australia,8,Uriah,Chantree,Male,20,10/04/1970,Statistician II,,Affluent Customer,N,Yes,10,54,
3612,8279 Golf View Center,3127,VIC,Australia,12,Normand,Matous,Male,27,27/11/1979,,IT,High Net Worth,N,No,15,44,
3613,65769 Hoard Plaza,3030,VIC,Australia,7,Fairfax,Pummery,Male,27,21/04/1972,Budget/Accounting Analyst II,Health,Mass Customer,N,Yes,9,52,
3614,2 Havey Point,2759,NSW,Australia,8,Berkie,Gimber,Male,59,23/06/1961,Environmental Specialist,Retail,Affluent Customer,N,Yes,18,62,
3615,8582 Morrow Pass,4165,QLD,Australia,7,Junia,Napton,Female,63,09/07/1978,Safety Technician II,IT,Mass Customer,N,Yes,8,45,
3616,4643 Cambridge Circle,3064,VIC,Australia,6,Vale,Dagnan,Male,42,02/04/2001,Product Engineer,Property,High Net Worth,N,No,2,23,
3617,2 Armistice Parkway,2193,NSW,Australia,10,Jessa,Milnthorpe,Female,11,06/05/1990,Structural Analysis Engineer,Manufacturing,Mass Customer,N,Yes,3,34,
3618,23301 Bluestem Drive,3146,VIC,Australia,8,Evyn,Rouby,Male,2,28/04/1966,Statistician IV,Retail,Affluent Customer,N,Yes,19,58,
3619,6764 Commercial Avenue,2753,NSW,Australia,8,Myranda,Cridland,Female,18,17/02/1996,Administrative Assistant IV,,Mass Customer,N,Yes,1,28,
3620,56747 Monument Avenue,4306,QLD,Australia,8,Gerry,Ackhurst,Male,21,30/07/1991,Computer Systems Analyst II,Retail,Mass Customer,N,No,5,32,
3621,8 Harper Center,2650,NSW,Australia,3,Umeko,Hearfield,Female,13,16/01/1975,Developer IV,Health,High Net Worth,N,No,15,49,
3622,422 Valley Edge Pass,2000,NSW,Australia,10,Anetta,Brosenius,Female,84,02/09/1983,Compensation Analyst,Financial Services,Mass Customer,N,No,2,40,
3623,8651 Graceland Way,2830,NSW,Australia,1,Oren,Barwack,Male,56,25/11/1984,Senior Quality Engineer,Manufacturing,Affluent Customer,N,Yes,15,39,
3624,6 Nobel Way,2322,NSW,Australia,4,Lenka,,Female,54,16/10/1984,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,39,
3625,3 Burning Wood Pass,2322,NSW,Australia,4,Cammie,Rubinfeld,Female,24,30/11/1953,VP Marketing,Manufacturing,High Net Worth,N,Yes,18,70,
3626,4 Westridge Circle,2763,NSW,Australia,8,Cora,Hince,Female,86,02/09/1978,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,12,45,
3627,9284 Randy Alley,2217,NSW,Australia,9,Loren,Pischof,Male,92,12/08/1961,Teacher,Health,High Net Worth,N,Yes,14,62,
3628,56 Sullivan Crossing,2768,NSW,Australia,9,Sharron,Gaynes,Female,47,17/10/1974,Financial Advisor,Financial Services,Mass Customer,N,Yes,14,49,
3629,3 Westridge Avenue,2810,NSW,Australia,5,Vale,Starcks,Female,17,29/10/1976,Editor,Health,High Net Worth,N,No,22,47,
3630,3 Florence Drive,2151,NSW,Australia,10,Jeni,Heymes,Female,16,15/11/1978,Tax Accountant,Property,Affluent Customer,N,Yes,8,45,
3631,897 Forest Dale Terrace,4035,QLD,Australia,8,Mignonne,Barwood,Female,76,01/07/1962,Project Manager,IT,High Net Worth,N,Yes,16,61,
3632,91215 Doe Crossing Avenue,3805,VIC,Australia,7,Elena,Sandys,Female,82,27/03/1990,Teacher,,Mass Customer,N,No,9,34,
3633,38834 Green Center,2132,NSW,Australia,11,Donavon,Ainsby,Male,32,18/04/1983,Biostatistician III,Health,Mass Customer,N,No,5,41,
3634,678 Monterey Center,2759,NSW,Australia,8,Clemence,Kornas,Female,35,01/06/1963,Speech Pathologist,,High Net Worth,N,Yes,15,60,
3635,1 Park Meadow Drive,2145,NSW,Australia,9,Elset,,Female,51,06/07/1977,VP Marketing,Retail,High Net Worth,N,No,9,46,
3636,58 Hoepker Center,4343,QLD,Australia,2,Trudi,Bickerstasse,Female,42,24/06/1970,Director of Sales,Financial Services,Mass Customer,N,Yes,18,53,
3637,6415 4th Alley,2766,NSW,Australia,8,Luigi,Edgeworth,Male,84,01/01/1958,,Manufacturing,Affluent Customer,N,Yes,11,66,
3638,5558 Northport Point,2087,NSW,Australia,11,Fifi,Dorrins,Female,73,04/05/1996,Associate Professor,Manufacturing,Mass Customer,N,No,6,28,
3639,71 Manley Way,2036,NSW,Australia,7,Megan,Perrygo,Female,49,11/01/1974,Food Chemist,Health,High Net Worth,N,No,15,50,
3640,6201 Schiller Drive,2502,NSW,Australia,6,Merralee,Forman,Female,64,28/04/1985,Staff Scientist,,Mass Customer,N,No,10,39,
3641,5339 Paget Plaza,2190,NSW,Australia,10,Wolfie,Hoyes,Male,78,02/10/1975,Civil Engineer,Manufacturing,Affluent Customer,N,No,12,48,
3642,26138 Katie Point,2800,NSW,Australia,4,Ardith,Portigall,Female,39,21/05/1962,,,Affluent Customer,N,Yes,8,62,
3643,686 Scoville Drive,3012,VIC,Australia,5,Bettye,Dumberrill,Female,62,08/02/1971,Technical Writer,,Mass Customer,N,No,15,53,
3644,41 Bay Pass,2018,NSW,Australia,10,Peder,Frotton,Male,13,18/01/1968,Physical Therapy Assistant,Financial Services,High Net Worth,N,Yes,17,56,
3645,155 Sunfield Way,3212,VIC,Australia,2,Cozmo,Rylstone,Male,47,04/07/1961,Structural Analysis Engineer,Manufacturing,High Net Worth,N,No,14,62,
3646,2809 Anderson Lane,3350,VIC,Australia,3,Allene,Pauly,Female,0,22/10/1981,Social Worker,Health,Mass Customer,N,No,4,42,
3647,4 Barby Point,4216,QLD,Australia,8,Carlyle,Frape,Male,62,07/11/1971,Marketing Manager,,Affluent Customer,N,No,4,52,
3648,73 Eagan Hill,3040,VIC,Australia,10,Tracie,Bartolomeoni,Female,82,21/02/1954,Paralegal,Financial Services,Mass Customer,N,No,5,70,
3649,11 Ryan Hill,2229,NSW,Australia,9,Jayne,Gawthrope,Female,66,12/07/1977,Office Assistant II,Property,Mass Customer,N,Yes,12,46,
3650,6 Eliot Parkway,2045,NSW,Australia,12,Darrelle,Rosas,Female,85,21/10/1999,Office Assistant I,IT,Mass Customer,N,Yes,2,24,
3651,4962 Wayridge Road,2220,NSW,Australia,12,Baxie,,Male,91,15/11/1999,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,2,24,
3652,9 Jenifer Avenue,2480,NSW,Australia,4,Aldrich,Camble,Male,20,06/02/1955,Nurse,Health,High Net Worth,N,Yes,17,69,
3653,7 Macpherson Way,4064,QLD,Australia,9,Devlen,Perrett,Male,7,04/01/1991,Environmental Specialist,,Mass Customer,N,Yes,8,33,
3655,13854 Artisan Avenue,4508,QLD,Australia,3,Waldemar,Mostin,Male,82,01/06/1974,,,Mass Customer,N,Yes,19,49,
3656,7415 Schlimgen Drive,2064,NSW,Australia,9,Talia,Sidnell,Female,14,24/12/1976,,Property,Mass Customer,N,Yes,3,47,
3657,249 Merchant Terrace,4211,QLD,Australia,7,Wyatan,Rogeon,Male,95,24/07/1961,,,High Net Worth,N,No,8,62,
3658,379 Scofield Pass,3101,VIC,Australia,8,Bo,Vell,Male,15,20/10/1962,,Entertainment,Mass Customer,N,Yes,9,61,
3659,6 Michigan Lane,4076,QLD,Australia,3,Farra,Catto,Female,76,23/12/1976,VP Sales,Financial Services,High Net Worth,N,No,10,47,
3660,31 Packers Pass,2205,NSW,Australia,10,Gradeigh,Hothersall,Male,99,14/03/1981,Administrative Assistant IV,Financial Services,Mass Customer,N,No,7,43,
3661,772 Superior Street,2759,NSW,Australia,8,Tadeas,Shitliff,Male,34,18/12/1965,Research Associate,Manufacturing,Mass Customer,N,Yes,7,58,
3662,15093 Hallows Pass,3930,VIC,Australia,9,Pippo,Cator,Male,79,30/12/1977,Community Outreach Specialist,Retail,Mass Customer,N,No,15,46,
3663,954 Reinke Park,3101,VIC,Australia,12,Hermy,Casement,Male,62,10/02/1998,Information Systems Manager,,Affluent Customer,N,No,1,26,
3664,11879 Surrey Court,2768,NSW,Australia,9,Faina,Czaja,Female,5,23/02/1990,Software Test Engineer I,Manufacturing,Mass Customer,N,Yes,7,34,
3665,7730 Oakridge Trail,3380,VIC,Australia,1,Toma,Klaaasen,Female,19,23/03/1989,Dental Hygienist,Health,Mass Customer,N,No,6,35,
3666,91051 Cordelia Circle,3030,VIC,Australia,7,Mathew,Marousek,Male,56,27/03/1957,Statistician II,Health,High Net Worth,N,No,10,67,
3667,32 Larry Way,3073,VIC,Australia,10,Nettie,Goghin,Female,3,06/02/1983,Graphic Designer,Retail,Mass Customer,N,Yes,8,41,
3668,3173 Park Meadow Park,2261,NSW,Australia,5,Katlin,Ragsdale,Female,79,09/02/1955,Desktop Support Technician,Property,Mass Customer,N,Yes,6,69,
3669,427 Talmadge Terrace,2486,NSW,Australia,8,Maynard,Isaq,Male,11,18/06/1977,Design Engineer,Manufacturing,Affluent Customer,N,No,18,46,
3670,587 Rieder Court,4211,QLD,Australia,8,Leupold,Bernardini,Male,62,20/03/1977,,Financial Services,Affluent Customer,N,Yes,17,47,
3671,34775 Melrose Road,2152,NSW,Australia,10,Crystie,Deshorts,Female,98,05/01/1992,Programmer Analyst III,,Affluent Customer,N,No,7,32,
3672,61 Kennedy Park,2745,NSW,Australia,10,Werner,Yglesias,Male,32,25/05/1987,,IT,Mass Customer,N,Yes,13,37,
3673,1 Upham Crossing,3041,VIC,Australia,3,Tobin,Fucher,Male,72,28/09/1979,,Manufacturing,Mass Customer,N,Yes,11,44,
3674,106 Donald Way,3216,VIC,Australia,4,Rodger,Gores,Male,59,24/12/1998,Tax Accountant,Property,Mass Customer,N,No,3,25,
3675,3397 Ronald Regan Plaza,4511,QLD,Australia,5,Samuele,Heller,Male,88,17/12/1999,Analog Circuit Design manager,Property,Affluent Customer,N,Yes,1,24,
3676,2615 Declaration Court,2031,NSW,Australia,12,Derk,Willingale,Male,27,15/12/1965,Health Coach I,Health,Affluent Customer,N,No,11,58,
3677,900 Straubel Hill,2176,NSW,Australia,10,Bartel,Fonteyne,Male,3,11/07/1986,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,37,
3678,4314 Ridgeview Court,2176,NSW,Australia,9,Tonya,Worthington,Female,52,06/08/1969,Engineer IV,Manufacturing,Mass Customer,N,No,19,54,
3679,6001 Calypso Park,2320,NSW,Australia,5,Murielle,Klimkov,Female,72,05/05/1992,Developer II,,High Net Worth,N,No,6,32,
3680,31 Declaration Drive,4500,QLD,Australia,5,Sawyere,Onele,Male,17,11/08/1983,Accountant I,Retail,High Net Worth,N,No,3,40,
3681,8 Grover Parkway,2089,NSW,Australia,10,Doll,Benedicto,Female,90,06/02/1962,Community Outreach Specialist,Property,Mass Customer,N,Yes,20,62,
3682,7 Killdeer Junction,4306,QLD,Australia,3,Dukie,Asson,Male,94,15/06/1978,GIS Technical Architect,Financial Services,Mass Customer,N,Yes,11,45,
3683,30122 Union Plaza,2066,NSW,Australia,9,Lorain,Maliphant,Female,67,30/03/1957,Chief Design Engineer,,Mass Customer,N,Yes,11,67,
3684,81 Carpenter Terrace,3321,VIC,Australia,3,Jeffie,Mortell,Male,13,25/04/1974,Food Chemist,Health,High Net Worth,N,Yes,4,50,
3685,46 Hollow Ridge Way,2011,NSW,Australia,11,Solomon,Ruffles,Male,86,12/06/1989,Human Resources Manager,Financial Services,Affluent Customer,N,Yes,16,34,
3686,6468 West Park,3161,VIC,Australia,6,Shirley,Siss,Female,20,06/08/1976,,Financial Services,High Net Worth,N,Yes,15,47,
3687,2 Barby Court,2133,NSW,Australia,8,Jessie,Wards,Male,84,14/10/1971,Software Engineer III,Manufacturing,Mass Customer,N,Yes,14,52,
3688,4 Rockefeller Plaza,3196,VIC,Australia,5,Fritz,Le Merchant,Male,87,27/04/1994,General Manager,IT,Affluent Customer,N,Yes,5,30,
3689,00732 David Lane,3350,VIC,Australia,6,Orel,Joncic,Female,26,25/09/1967,,Health,Mass Customer,N,Yes,7,56,
3690,4 Hagan Hill,2197,NSW,Australia,9,Sheela,Nutton,Female,86,11/05/1957,Chemical Engineer,Manufacturing,Mass Customer,N,No,17,67,
3691,47566 Old Gate Avenue,3064,VIC,Australia,6,Mathew,Seid,Male,73,16/08/1973,Environmental Tech,Retail,Affluent Customer,N,No,11,50,
3692,9738 Delaware Crossing,2753,NSW,Australia,9,Linea,Kubica,Female,47,05/11/1961,Business Systems Development Analyst,,High Net Worth,N,Yes,6,62,
3693,5511 Clove Lane,3153,VIC,Australia,7,Brenna,Raft,Female,58,19/01/1985,,Manufacturing,Affluent Customer,N,Yes,21,39,
3694,526 Kipling Drive,3193,VIC,Australia,11,Antoni,MacAllister,Male,91,19/04/1984,,Health,Mass Customer,N,Yes,10,40,
3695,9585 Lakeland Avenue,2147,NSW,Australia,8,Lem,Clamp,Male,33,27/02/1978,Account Coordinator,Entertainment,Affluent Customer,N,Yes,3,46,
3696,19 Daystar Alley,2761,NSW,Australia,8,Orlan,Dunning,Male,27,11/12/1962,Senior Financial Analyst,Financial Services,High Net Worth,N,No,15,61,
3697,2 Union Way,2035,NSW,Australia,12,Zebedee,Christal,Male,47,10/10/1978,Recruiting Manager,,Mass Customer,N,Yes,8,45,
3698,88 Service Hill,4573,QLD,Australia,8,Devon,Baudic,Female,49,03/10/1995,Geological Engineer,Manufacturing,Mass Customer,N,No,4,28,
3699,856 Basil Drive,3064,VIC,Australia,5,Lillian,Somerfield,Female,40,08/10/1990,Recruiting Manager,Manufacturing,Mass Customer,N,No,5,33,
3700,00 Esker Point,4207,QLD,Australia,3,Lazar,Restall,Male,64,06/09/1971,Associate Professor,Entertainment,Mass Customer,N,No,19,52,
3701,792 Clyde Gallagher Trail,2120,NSW,Australia,10,Anstice,Dunsmuir,Female,93,20/01/1974,Physical Therapy Assistant,,Affluent Customer,N,No,9,50,
3702,9719 Bobwhite Avenue,2289,NSW,Australia,7,Floyd,Meharry,Male,74,18/02/1993,Biostatistician IV,Health,Mass Customer,N,No,10,31,
3703,36 Service Lane,2750,NSW,Australia,7,Kelvin,Oldford,Male,37,18/06/1973,Teacher,Property,Affluent Customer,N,No,9,50,
3704,51158 Mitchell Place,3747,VIC,Australia,3,Haslett,Ropars,Male,54,08/05/1975,Health Coach III,Health,High Net Worth,N,Yes,6,49,
3705,6 3rd Point,2256,NSW,Australia,9,Tedmund,Clawsley,Male,26,04/12/1971,,Manufacturing,Mass Customer,N,Yes,15,52,
3706,828 Cascade Crossing,3196,VIC,Australia,9,Darby,Jellett,Male,20,03/04/1966,Assistant Professor,Argiculture,Affluent Customer,N,Yes,10,58,
3707,2099 Elmside Parkway,3165,VIC,Australia,10,Marten,Posnette,Male,10,16/05/1993,Senior Editor,Retail,Mass Customer,N,Yes,4,31,
3708,6407 Pierstorff Center,4209,QLD,Australia,6,Lois,Laskey,Female,72,15/05/1963,Cost Accountant,Financial Services,Mass Customer,N,No,19,61,
3709,18 Stephen Center,3189,VIC,Australia,10,Lilly,Roubay,Female,31,31/03/1955,GIS Technical Architect,Health,Mass Customer,N,No,8,69,
3710,5147 Kensington Pass,2204,NSW,Australia,9,Sallyann,Stangoe,Female,12,22/08/1974,Physical Therapy Assistant,,Mass Customer,N,No,13,49,
